test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.3866631803629365,0.9325812516787537,0.303158475335454,0.2661173486515722,0.25915768269427586,0.8980123365183201,0.9325812516787537,0.9103994658878922,0.2661173486515722
