test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.3950109798326116,0.935132957292506,0.25007550705022163,0.2640405940435781,0.2528612126105595,0.8911264876191354,0.935132957292506,0.9099844479431124,0.2640405940435781
