test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.0029124247946413977,0.9998388396454472,0.9956140350877192,0.9894736842105264,0.9918637172641749,0.9998522696749932,0.9998388396454472,0.9998333897783851,0.9894736842105264
