test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.34285186098334675,0.934085414987913,0.2509013005025791,0.2639793304675145,0.2538184804871269,0.8910658760491171,0.934085414987913,0.9097847086883838,0.2639793304675145
