epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.23591999200065378,0.971088652935909,0.7045228793707696,0.6834349212797364,0.6814994448052425,0.9722504854498063,0.6834349212797364,0.450479753306875,0.9367088607594937,0.26384544484915895,0.26489741302408565,0.25317781112995885,0.910292052590825,0.26489741302408565
2,0.009237011399435101,0.9997441473711143,0.9998914317091496,0.982456140350877,0.989419363984994,0.9997186281235949,0.982456140350877,0.534183906603463,0.9355581127733027,0.26377475530478517,0.2642395182872435,0.2528482979765904,0.9097156889623785,0.2642395182872435
3,0.002963455206919135,1.0,1.0,1.0,1.0,1.0,1.0,0.5536016236789207,0.9344073647871116,0.25857500895094876,0.26508697591436214,0.2558980293620461,0.9105490645993753,0.26508697591436214
4,0.0016646282038500933,1.0,1.0,1.0,1.0,1.0,1.0,0.5851197325730626,0.9344073647871116,0.25480949761162486,0.26334745762711864,0.2521986485385487,0.9090550366926243,0.26334745762711864
5,0.0011816212026507437,1.0,1.0,1.0,1.0,1.0,1.0,0.5914149267901211,0.9332566168009206,0.2502254313031255,0.26245539696699377,0.2515600260804608,0.9083938267643269,0.26245539696699377
6,0.0020501000147364824,0.9996162210566714,0.9969674551009624,0.9996678262821233,0.9982753979491875,0.9996178931169343,0.9996678262821233,0.6228936612263098,0.9355581127733027,0.25864569849532254,0.26574487065120433,0.2562275425154145,0.9111254282278218,0.26574487065120433
7,0.0009382568889278363,1.0,1.0,1.0,1.0,1.0,1.0,0.6386361763447146,0.9332566168009206,0.2548663702656279,0.2641949152542373,0.25511867185878623,0.9098198819052968,0.2641949152542373
8,0.000625160354294061,1.0,1.0,1.0,1.0,1.0,1.0,0.6338710275974866,0.9344073647871116,0.26034867388250843,0.2668264942016057,0.25902363644457066,0.9117885799881479,0.2668264942016057
9,0.0006246008761670335,1.0,1.0,1.0,1.0,1.0,1.0,0.6344034931053364,0.9344073647871116,0.2549370598100017,0.2648528099910794,0.25544818501215466,0.9103962455337433,0.2648528099910794
