test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.46059037574919365,0.9333870534515176,0.28820408795324404,0.26907522944111895,0.2637043794817756,0.897124718466633,0.9333870534515176,0.9114613338759163,0.26907522944111895
