epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.47917881815028157,0.9122425482921837,0.29412073646244485,0.2768627260987316,0.27755796046927034,0.9033715213467924,0.2768627260987316,0.3876327808830626,0.9367088607594937,0.2593035932321646,0.26663693131132915,0.2569848314211321,0.9121023222017107,0.26663693131132915
2,0.10448150052139182,0.9736471792247665,0.5136285483324009,0.4607874953376478,0.4475766306862285,0.966506160194803,0.4607874953376478,0.4429352238894332,0.9102416570771001,0.2592156747695851,0.28741722276885934,0.2612983728582144,0.9014927060648313,0.28741722276885934
3,0.0690419167335955,0.9810669054624537,0.5576348824473979,0.5596886872873316,0.5423105373950479,0.9766085207238682,0.5596886872873316,0.45685588757928686,0.9367088607594937,0.273063679355692,0.2673875092323482,0.25778053666611334,0.9120196331788244,0.2673875092323482
4,0.050512284507482456,0.9856722527823973,0.6742253230201675,0.6474261217502865,0.6449358513428926,0.9833647546203257,0.6474261217502865,0.5049696055051235,0.9355581127733027,0.2640330986195648,0.26597903657448707,0.2566978706919896,0.9112816562344349,0.26597903657448707
5,0.0325157222093425,0.990277600102341,0.7897536605655003,0.7378102705868715,0.7477650111422003,0.9891138590478195,0.7378102705868715,0.532062077378239,0.9367088607594937,0.2730553302745478,0.26730310536652974,0.25773825919979126,0.9120195216450535,0.26730310536652974
6,0.022544420569576586,0.9938595369067417,0.8346247820614898,0.816361574493747,0.8206383092566363,0.9933296212719989,0.816361574493747,0.5719559224894736,0.9367088607594937,0.2729952057844961,0.26687109723461194,0.25752185479656187,0.9120193748599508,0.26687109723461194
7,0.010327041904997565,0.9975694000255853,0.9116791402101898,0.909921433915242,0.9090646333381067,0.9971843855609894,0.909921433915242,0.5950120610664025,0.9378596087456847,0.26504143467120533,0.26926851025869764,0.2610223210210733,0.9141345728824174,0.26926851025869764
8,0.004262858818755654,0.9996162210566714,0.9902123730378577,0.9736842105263158,0.9772742667479509,0.9995631242273176,0.9736842105263158,0.5928852778309646,0.9378596087456847,0.2647535607435357,0.2675289919714541,0.25777926354460623,0.912827936022671,0.2675289919714541
9,0.002752103905343744,1.0,1.0,1.0,1.0,1.0,1.0,0.5996632848290772,0.9378596087456847,0.2647535607435357,0.2675289919714541,0.25777926354460623,0.912827936022671,0.2675289919714541
10,0.003140403878516106,0.9994882947422284,0.9802773980405559,0.9793715056872953,0.9794391962813014,0.9994931931173457,0.9793715056872953,0.6181787694145264,0.9378596087456847,0.2730658953288698,0.2675289919714541,0.25785136794993035,0.9125957384883973,0.2675289919714541
