test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.6309672419998884,0.9315068493150684,0.30155050612850604,0.2674252860141603,0.26241776844371134,0.8970986952007355,0.9315068493150684,0.9101673764295036,0.2674252860141603
