test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.0037568073006238756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
