test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.35626324198593734,0.9353746978243352,0.2788753900887322,0.2662747696579578,0.25704885199085936,0.8937797001251163,0.9353746978243352,0.9101729966840523,0.2662747696579578
