epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.8981558767758069,0.8271538599319362,0.25187891165844517,0.23508435969768904,0.22381441632561688,0.8171827970200796,0.23508435969768904,0.38392786866416867,0.9355877616747182,0.23689581426794282,0.2631578947368421,0.248269463755863,0.9068150038339833,0.2631578947368421
2,0.18378211392986182,0.953967401038868,0.37485762871289463,0.3104174028645267,0.30381558862838015,0.9357979713621867,0.3104174028645267,0.392059824604919,0.9323671497584541,0.25565093030519864,0.2681704260651629,0.2605099704499714,0.9107821157757088,0.2681704260651629
3,0.11116863900340844,0.9708042271180369,0.4384706045655673,0.4223007861562078,0.40914286854859505,0.9606921963680303,0.4223007861562078,0.45554200414682167,0.9339774557165862,0.25813036910539217,0.26942355889724307,0.2618059528161129,0.91191283738264,0.26942355889724307
4,0.07209093363753105,0.9785061794734013,0.5424264950245576,0.5189026645015516,0.49449964992510537,0.9723644902324718,0.5189026645015516,0.466266126640369,0.9339774557165862,0.25552211175532746,0.2669172932330827,0.2581952390588989,0.9105521514858717,0.2669172932330827
5,0.04587635815413157,0.9890739745656457,0.8044498834707735,0.7076890027598843,0.7227793033255784,0.9871039667003774,0.7076890027598843,0.484768711714353,0.9339774557165862,0.25552211175532746,0.2669172932330827,0.2581952390588989,0.9105521514858717,0.2669172932330827
6,0.026947563002161255,0.9944474296972954,0.8892900852984329,0.8134480345006662,0.8214815095429068,0.9934626503494766,0.8134480345006662,0.5343750234387347,0.9355877616747182,0.25930429448487863,0.2681704260651629,0.2593915093252943,0.9116147711806837,0.2681704260651629
7,0.014966093969227589,0.9976715027762851,0.9189622185505747,0.9068675963412806,0.9121712346429599,0.9972977812886701,0.9068675963412806,0.5473341557906638,0.9323671497584541,0.2527323089655247,0.2656641604010025,0.25703835199588054,0.9094949385879296,0.2656641604010025
8,0.009834211629959027,0.9980297331183952,0.9147988187701411,0.9147737765466296,0.9141775183769413,0.9976507745080209,0.9147737765466296,0.5450614993123041,0.9339774557165862,0.25552211175532746,0.2669172932330827,0.2581952390588989,0.9105521514858717,0.2669172932330827
9,0.006875727647545489,0.999462654486835,0.9924807348383412,0.9605263157894737,0.9645137102531813,0.9993080995437211,0.9605263157894737,0.5826520058843825,0.9339774557165862,0.25552211175532746,0.2669172932330827,0.2581952390588989,0.9105521514858717,0.2669172932330827
