epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.619641319411044,0.8869783270643024,0.26032334708890753,0.26351937464397646,0.256414511708505,0.8796329035356427,0.26351937464397646,0.383888585076048,0.9323671497584541,0.2363401043485208,0.2606516290726817,0.24703500203682446,0.9052286907071028,0.2606516290726817
2,0.15122349422806036,0.9636396202758374,0.35961246745756825,0.3639188265038633,0.3566690532360252,0.9513058369091228,0.3639188265038633,0.4409596856665496,0.92914653784219,0.2487908313398365,0.2631578947368421,0.2548134905824023,0.9073827464912894,0.2631578947368421
3,0.089823533904482,0.9772523732760164,0.5261904553642465,0.5025588413207268,0.4822322368156345,0.9713320702533381,0.5025588413207268,0.43544824255837333,0.9323671497584541,0.2527323089655247,0.2656641604010025,0.25703835199588054,0.9094949385879296,0.2656641604010025
4,0.059121491683748126,0.9840587497761061,0.7274104325353408,0.6250059693596698,0.6353539791599938,0.9817758247448162,0.6250059693596698,0.5265926038201496,0.9307568438003221,0.2549443379898675,0.2644110275689223,0.25687016837894344,0.9088494036555907,0.2644110275689223
5,0.053814287131614534,0.984237864947161,0.6335261394278296,0.6219807473028918,0.621644171287949,0.9822069699761481,0.6219807473028918,0.5183045264219508,0.9371980676328503,0.2648312698179481,0.26942355889724307,0.2606363621728381,0.9126870854998832,0.26942355889724307
6,0.03299342557659782,0.9914024717893606,0.7608783619288392,0.7663104724157357,0.7616846174536189,0.9905671067977936,0.7663104724157357,0.5452099362817171,0.927536231884058,0.2484732954185854,0.2619047619047619,0.25411510770000756,0.9064853076182603,0.2619047619047619
7,0.02972732691256756,0.9921189324735805,0.8287899814415617,0.7773229743178139,0.7870292676893739,0.991210540647989,0.7773229743178139,0.5892021886392492,0.9339774557165862,0.25552211175532746,0.2669172932330827,0.2581952390588989,0.9105521514858717,0.2669172932330827
8,0.03208282419094876,0.9908651262761956,0.8518484687398158,0.7645553744259969,0.7760808724465792,0.9900773179603926,0.7645553744259969,0.5788389978009529,0.92914653784219,0.3032572639839987,0.2775689223057644,0.27802569752704914,0.9107459396959646,0.2775689223057644
9,0.02722492153113586,0.9926562779867455,0.8168841700419825,0.7988902009728683,0.8023842186485073,0.9920327315552094,0.7988902009728683,0.5911069109244047,0.9307568438003221,0.2505583730775868,0.2644110275689223,0.2559132305799004,0.9084395075935208,0.2644110275689223
10,0.017818569875793198,0.9946265448683503,0.8310708471806475,0.8359965726281517,0.8323570319665056,0.9943154795046439,0.8359965726281517,0.6026885449022487,0.9323671497584541,0.2555288158796108,0.2656641604010025,0.257691207455717,0.9104796198644276,0.2656641604010025
