test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.5538337302726666,0.9323126510878323,0.2945104340490708,0.26955722204351645,0.2654747021373321,0.8972169690689472,0.9323126510878323,0.9108879299673773,0.26955722204351645
