epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.7539363348306115,0.8537313432835821,0.2628900882056257,0.23971283577565797,0.2423864716188487,0.8514435756444851,0.23971283577565797,0.33739394955587065,0.934228187919463,0.2777976799029431,0.289760348583878,0.28280405933333097,0.9137253657933209,0.289760348583878
2,0.13642471106194737,0.9644776119402985,0.4126038086915605,0.3651247436773753,0.37075414336380563,0.9514737529873682,0.3651247436773753,0.37968926563758976,0.9369127516778524,0.28021933232459545,0.28758169934640526,0.2802925823390953,0.9142816934702223,0.28758169934640526
3,0.06981329528698281,0.9817910447761194,0.5722858717492256,0.5511410319276452,0.5235032490713594,0.9762616513620465,0.5511410319276452,0.40405329617877933,0.9355704697986578,0.2769058826569792,0.2864923747276688,0.2790424381804055,0.9133029407195972,0.2864923747276688
4,0.03370266667942503,0.9943283582089553,0.8641271607176148,0.803271559993528,0.806246359564309,0.9932538816456311,0.803271559993528,0.4539357562193134,0.9369127516778524,0.3327157526115859,0.29760348583878,0.29769411124384326,0.9161802913861306,0.29760348583878
5,0.014850120023726971,0.9982089552238806,0.9772181152906273,0.922533606744133,0.9321905802673783,0.9979303194921582,0.922533606744133,0.5011084630585357,0.9369127516778524,0.3327157526115859,0.29760348583878,0.29769411124384326,0.9161802913861306,0.29760348583878
6,0.007259674254707547,0.9994029850746269,0.9891130989529159,0.9710925039872408,0.9780282955151266,0.9993726283552963,0.9710925039872408,0.49580708866151385,0.9355704697986578,0.33001237959571295,0.2965141612200436,0.2964846794724994,0.9152100981262256,0.2965141612200436
7,0.0036047815028995055,1.0,1.0,1.0,1.0,1.0,1.0,0.5375099938387838,0.938255033557047,0.3360292022792023,0.2986928104575164,0.29894425540253317,0.9171590441367558,0.2986928104575164
8,0.0018056860904612426,1.0,1.0,1.0,1.0,1.0,1.0,0.5623735118832364,0.9369127516778524,0.3327157526115859,0.29760348583878,0.29769411124384326,0.9161802913861306,0.29760348583878
9,0.0012945758826933356,1.0,1.0,1.0,1.0,1.0,1.0,0.5679848605354361,0.9369127516778524,0.3327157526115859,0.29760348583878,0.29769411124384326,0.9161802913861306,0.29760348583878
10,0.0011074059503847983,1.0,1.0,1.0,1.0,1.0,1.0,0.5788923765188896,0.9369127516778524,0.3327157526115859,0.29760348583878,0.29769411124384326,0.9161802913861306,0.29760348583878
