test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.4528461902084896,0.9313053988718775,0.2800629063830725,0.2714932227279862,0.26786741239190137,0.8961439817978126,0.9313053988718775,0.9115005690974884,0.2714932227279862
