epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.2740897743014702,0.9656716417910448,0.6979156800535922,0.6473655525744393,0.6453384171099701,0.966740136735359,0.6473655525744393,0.44874590557293603,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
2,0.012245030059242872,0.9995522388059701,0.9994802868907043,0.9820574162679426,0.9897143624153939,0.999527854198119,0.9820574162679426,0.5073272934095971,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
3,0.004269455363695968,1.0,1.0,1.0,1.0,1.0,1.0,0.5670240606437593,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
4,0.002347867252555356,1.0,1.0,1.0,1.0,1.0,1.0,0.5905721792638702,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
5,0.0014505613726605452,1.0,1.0,1.0,1.0,1.0,1.0,0.6061795189476653,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
6,0.0011103280801534542,1.0,1.0,1.0,1.0,1.0,1.0,0.6212948313895488,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
7,0.0008224419063415879,1.0,1.0,1.0,1.0,1.0,1.0,0.6422379585720549,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
8,0.0007876891358199516,1.0,1.0,1.0,1.0,1.0,1.0,0.641938201573071,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
9,0.00071491569718485,1.0,1.0,1.0,1.0,1.0,1.0,0.6543821883681636,0.9328859060402684,0.2719405143683582,0.28431372549019607,0.2766585965507,0.9113685596876282,0.28431372549019607
