epoch,train_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_f1,train_balanced_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,val_balanced_accuracy
1,0.5934380096559048,0.8936055883933369,0.29567429477107865,0.2729780329834205,0.2713508107177474,0.8977492959332474,0.2729780329834205,0.20276353986942824,0.9629629629629629,0.38263475430658095,0.35964912280701755,0.3582028842598299,0.9505949081145089,0.35964912280701755
2,0.11198207400118645,0.9731327243417518,0.4788609656252547,0.45815631618955716,0.4538452256675331,0.9658061232096399,0.45815631618955716,0.07754770734747826,0.9774557165861514,0.4686365035395506,0.5263157894736842,0.4901360635806235,0.9700131125462969,0.5263157894736842
3,0.05988606656066634,0.9872828228550958,0.701970207720208,0.650705426744208,0.6432127396369559,0.9845054545480164,0.650705426744208,0.03578366787921211,0.9887278582930756,0.6229323308270677,0.6842105263157895,0.6416040100250627,0.9855328067888455,0.6842105263157895
4,0.039158220508823297,0.9906860111051407,0.7442334023504902,0.7137819808179919,0.7051985815130678,0.9887669124386735,0.7137819808179919,0.03839466581645987,0.9855072463768116,0.6731100432482864,0.6973684210526315,0.6602279018948695,0.9813921120751455,0.6973684210526315
5,0.02713470909622393,0.9946265448683503,0.8238961510050034,0.7974901829472468,0.7921243774182143,0.9933622765337274,0.7974901829472468,0.017280431125379032,0.9951690821256038,0.8289473684210527,0.868421052631579,0.8345864661654134,0.9939421823479794,0.868421052631579
6,0.020225191708055635,0.9957012358946803,0.9094071234433831,0.8627563657367082,0.8685253628436425,0.9953385071529441,0.8627563657367082,0.00963021591965607,0.9967793880837359,0.850877192982456,0.8947368421052632,0.8666666666666668,0.9955984970477724,0.8947368421052632
7,0.017777087565173835,0.9958803510657352,0.9372949828221134,0.8953573767978199,0.9057864324701417,0.9956648202661117,0.8953573767978199,0.005111408504266022,1.0,1.0,1.0,1.0,1.0,1.0
8,0.010594075978050496,0.9983879634605051,0.9728560436178165,0.9553336332283701,0.9618486454982486,0.9983432868447313,0.9553336332283701,0.0062062379400937215,1.0,1.0,1.0,1.0,1.0,1.0
