test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.48539709529744146,0.9339242546333602,0.2950842425970465,0.26993502693846105,0.2649494433850751,0.8974297412003709,0.9339242546333602,0.9112161164746777,0.26993502693846105
