test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.3600188734356575,0.9339242546333602,0.27131422467679234,0.26546142553406904,0.2564974264586308,0.8920539965941794,0.9339242546333602,0.9093347921652374,0.26546142553406904
