test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.3509577399271328,0.935132957292506,0.3001278925366085,0.26596702617559714,0.25647316659429975,0.8933471317428099,0.935132957292506,0.9094263767948102,0.26596702617559714
