test_loss,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,test_weighted_precision,test_weighted_recall,test_weighted_f1,test_balanced_accuracy
0.006911932784196449,0.9996776792908945,0.9919028340080972,0.9789473684210527,0.982456140350877,0.9997272670922953,0.9996776792908945,0.9996508192318022,0.9789473684210527
